"        Estimate","2,276,932","","154,658","151,469","159,860","152,370","158,055","170,466","162,042","156,622","133,843","133,899","139,595","147,572","140,615","114,973","85,309","56,262","32,857","26,465","","311,329","92,588","558,575","217,837","933,398","1,780,220","1,718,357","1,624,086","456,481","397,042","315,866","115,584","","35.9","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.8%","6.7%","7.0%","6.7%","6.9%","7.5%","7.1%","6.9%","5.9%","5.9%","6.1%","6.5%","6.2%","5.0%","3.7%","2.5%","1.4%","1.2%","","13.7%","4.1%","24.5%","9.6%","41.0%","78.2%","75.5%","71.3%","20.0%","17.4%","13.9%","5.1%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,387,684","","150,242","147,002","152,988","145,103","153,349","169,262","164,061","159,199","137,598","140,658","149,140","158,727","156,677","132,409","99,125","71,336","47,564","53,244","","299,990","88,752","538,984","209,700","928,572","1,907,887","1,848,700","1,758,453","560,355","496,065","403,678","172,144","","38.4","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.3%","6.2%","6.4%","6.1%","6.4%","7.1%","6.9%","6.7%","5.8%","5.9%","6.2%","6.6%","6.6%","5.5%","4.2%","3.0%","2.0%","2.2%","","12.6%","3.7%","22.6%","8.8%","38.9%","79.9%","77.4%","73.6%","23.5%","20.8%","16.9%","7.2%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,340,825","","63,988","69,048","72,211","78,076","75,117","80,364","80,556","77,768","76,088","85,408","94,872","106,687","104,075","94,309","70,157","46,261","31,420","34,420","","141,259","45,720","250,967","107,473","467,969","1,120,778","1,089,858","1,042,678","380,642","337,134","276,567","112,101","","44.8","96.0","64.9","34.0","30.9","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","4.8%","5.1%","5.4%","5.8%","5.6%","6.0%","6.0%","5.8%","5.7%","6.4%","7.1%","8.0%","7.8%","7.0%","5.2%","3.5%","2.3%","2.6%","","10.5%","3.4%","18.7%","8.0%","34.9%","83.6%","81.3%","77.8%","28.4%","25.1%","20.6%","8.4%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.2%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","656,628","","33,077","35,428","37,278","39,985","38,554","40,565","40,190","38,188","37,301","42,034","46,530","50,814","50,791","45,320","33,598","21,212","13,560","12,203","","72,706","23,379","129,162","55,160","234,783","543,182","527,466","503,417","176,684","156,131","125,893","46,975","","43.4","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.0%","5.4%","5.7%","6.1%","5.9%","6.2%","6.1%","5.8%","5.7%","6.4%","7.1%","7.7%","7.7%","6.9%","5.1%","3.2%","2.1%","1.9%","","11.1%","3.6%","19.7%","8.4%","35.8%","82.7%","80.3%","76.7%","26.9%","23.8%","19.2%","7.2%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","684,197","","30,911","33,620","34,933","38,091","36,563","39,799","40,366","39,580","38,787","43,374","48,342","55,873","53,284","48,989","36,559","25,049","17,860","22,217","","68,553","22,341","121,805","52,313","233,186","577,596","562,392","539,261","203,958","181,003","150,674","65,126","","46.2","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","4.5%","4.9%","5.1%","5.6%","5.3%","5.8%","5.9%","5.8%","5.7%","6.3%","7.1%","8.2%","7.8%","7.2%","5.3%","3.7%","2.6%","3.2%","","10.0%","3.3%","17.8%","7.6%","34.1%","84.4%","82.2%","78.8%","29.8%","26.5%","22.0%","9.5%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,037,624","","363,618","368,569","380,896","381,735","378,108","412,930","416,473","407,787","368,271","394,935","422,366","426,651","384,410","312,138","234,616","160,527","105,809","117,785","","749,465","227,683","1,340,766","532,160","2,365,304","4,846,076","4,696,858","4,467,072","1,315,285","1,153,668","930,875","384,121","","38.8","94.0","60.3","24.7","35.6","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.0%","6.1%","6.3%","6.3%","6.3%","6.8%","6.9%","6.8%","6.1%","6.5%","7.0%","7.1%","6.4%","5.2%","3.9%","2.7%","1.8%","2.0%","","12.4%","3.8%","22.2%","8.8%","39.2%","80.3%","77.8%","74.0%","21.8%","19.1%","15.4%","6.4%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.5%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,925,644","","185,539","187,164","195,382","194,226","191,996","207,639","205,454","199,596","178,271","190,518","202,259","202,131","182,864","143,985","104,933","69,600","44,054","40,033","","382,546","115,820","683,905","270,402","1,177,182","2,318,994","2,241,739","2,123,226","585,469","508,686","402,605","153,687","","37.3","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.3%","6.4%","6.7%","6.6%","6.6%","7.1%","7.0%","6.8%","6.1%","6.5%","6.9%","6.9%","6.3%","4.9%","3.6%","2.4%","1.5%","1.4%","","13.1%","4.0%","23.4%","9.2%","40.2%","79.3%","76.6%","72.6%","20.0%","17.4%","13.8%","5.3%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,111,980","","178,079","181,405","185,514","187,509","186,112","205,291","211,019","208,191","190,000","204,417","220,107","224,520","201,546","168,153","129,683","90,927","61,755","77,752","","366,919","111,863","656,861","261,758","1,188,122","2,527,082","2,455,119","2,343,846","729,816","644,982","528,270","230,434","","40.3","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.7%","5.8%","6.0%","6.0%","6.0%","6.6%","6.8%","6.7%","6.1%","6.6%","7.1%","7.2%","6.5%","5.4%","4.2%","2.9%","2.0%","2.5%","","11.8%","3.6%","21.1%","8.4%","38.2%","81.2%","78.9%","75.3%","23.5%","20.7%","17.0%","7.4%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,873,003","","358,030","362,203","395,058","453,990","488,391","502,183","482,023","431,901","409,812","440,331","477,200","491,047","444,268","368,510","284,983","188,503","129,549","165,021","","757,261","246,679","1,361,970","695,702","2,768,300","5,678,025","5,511,033","5,202,677","1,580,834","1,400,591","1,136,566","483,073","","39.6","94.3","57.1","26.0","31.1","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.2%","5.3%","5.7%","6.6%","7.1%","7.3%","7.0%","6.3%","6.0%","6.4%","6.9%","7.1%","6.5%","5.4%","4.1%","2.7%","1.9%","2.4%","","11.0%","3.6%","19.8%","10.1%","40.3%","82.6%","80.2%","75.7%","23.0%","20.4%","16.5%","7.0%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.4%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,335,992","","182,942","183,834","203,007","227,659","243,408","253,724","240,304","212,276","201,130","213,584","231,612","237,637","211,822","172,791","129,408","81,112","53,659","56,083","","386,841","125,949","695,732","345,118","1,378,501","2,724,985","2,640,260","2,488,370","704,875","618,024","493,053","190,854","","38.0","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.5%","5.5%","6.1%","6.8%","7.3%","7.6%","7.2%","6.4%","6.0%","6.4%","6.9%","7.1%","6.3%","5.2%","3.9%","2.4%","1.6%","1.7%","","11.6%","3.8%","20.9%","10.3%","41.3%","81.7%","79.1%","74.6%","21.1%","18.5%","14.8%","5.7%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,537,011","","175,088","178,369","192,051","226,331","244,983","248,459","241,719","219,625","208,682","226,747","245,588","253,410","232,446","195,719","155,575","107,391","75,890","108,938","","370,420","120,730","666,238","350,584","1,389,799","2,953,040","2,870,773","2,714,307","875,959","782,567","643,513","292,219","","40.9","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.0%","5.0%","5.4%","6.4%","6.9%","7.0%","6.8%","6.2%","5.9%","6.4%","6.9%","7.2%","6.6%","5.5%","4.4%","3.0%","2.1%","3.1%","","10.5%","3.4%","18.8%","9.9%","39.3%","83.5%","81.2%","76.7%","24.8%","22.1%","18.2%","8.3%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,973,907","","568,326","584,830","620,965","653,867","692,245","681,417","607,208","597,347","568,240","625,249","663,337","711,025","687,010","574,807","432,985","290,291","193,922","220,836","","1,205,795","387,642","2,161,763","958,470","3,800,324","8,070,619","7,812,144","7,401,228","2,399,851","2,114,521","1,712,841","705,049","","39.8","97.0","63.5","28.1","35.4","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.7%","5.9%","6.2%","6.6%","6.9%","6.8%","6.1%","6.0%","5.7%","6.3%","6.7%","7.1%","6.9%","5.8%","4.3%","2.9%","1.9%","2.2%","","12.1%","3.9%","21.7%","9.6%","38.1%","80.9%","78.3%","74.2%","24.1%","21.2%","17.2%","7.1%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.0%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,911,965","","290,604","298,513","319,288","334,624","354,027","348,409","305,805","297,200","282,120","309,068","327,077","345,199","334,261","275,433","200,211","130,430","82,412","77,284","","617,801","198,841","1,107,246","489,810","1,922,185","3,936,714","3,804,719","3,594,398","1,100,031","958,699","765,770","290,126","","38.4","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.9%","6.1%","6.5%","6.8%","7.2%","7.1%","6.2%","6.1%","5.7%","6.3%","6.7%","7.0%","6.8%","5.6%","4.1%","2.7%","1.7%","1.6%","","12.6%","4.0%","22.5%","10.0%","39.1%","80.1%","77.5%","73.2%","22.4%","19.5%","15.6%","5.9%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,061,942","","277,722","286,317","301,677","319,243","338,218","333,008","301,403","300,147","286,120","316,181","336,260","365,826","352,749","299,374","232,774","159,861","111,510","143,552","","587,994","188,801","1,054,517","468,660","1,878,139","4,133,905","4,007,425","3,806,830","1,299,820","1,155,822","947,071","414,923","","41.3","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.5%","5.7%","6.0%","6.3%","6.7%","6.6%","6.0%","5.9%","5.7%","6.2%","6.6%","7.2%","7.0%","5.9%","4.6%","3.2%","2.2%","2.8%","","11.6%","3.7%","20.8%","9.3%","37.1%","81.7%","79.2%","75.2%","25.7%","22.8%","18.7%","8.2%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,600,166","","351,104","361,714","369,207","358,262","357,441","375,462","384,571","377,006","333,979","335,125","357,152","394,447","357,120","297,786","213,341","150,090","103,849","122,510","","730,921","217,259","1,299,284","498,444","2,186,721","4,444,556","4,300,882","4,086,832","1,244,696","1,096,945","887,576","376,449","","38.1","99.2","64.1","26.0","38.1","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.3%","6.5%","6.6%","6.4%","6.4%","6.7%","6.9%","6.7%","6.0%","6.0%","6.4%","7.0%","6.4%","5.3%","3.8%","2.7%","1.9%","2.2%","","13.1%","3.9%","23.2%","8.9%","39.0%","79.4%","76.8%","73.0%","22.2%","19.6%","15.8%","6.7%","","(X)","(X)","(X)","(X)","(X)","","0.0%","1.0%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,789,017","","179,597","185,605","187,747","182,737","181,073","192,527","195,965","191,051","169,916","169,209","178,697","195,467","176,527","144,065","102,216","68,290","44,159","44,169","","373,352","110,824","663,773","252,986","1,113,269","2,198,738","2,125,244","2,016,429","579,426","506,536","402,899","156,618","","37.3","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.4%","6.7%","6.7%","6.6%","6.5%","6.9%","7.0%","6.9%","6.1%","6.1%","6.4%","7.0%","6.3%","5.2%","3.7%","2.4%","1.6%","1.6%","","13.4%","4.0%","23.8%","9.1%","39.9%","78.8%","76.2%","72.3%","20.8%","18.2%","14.4%","5.6%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,811,149","","171,507","176,109","181,460","175,525","176,368","182,935","188,606","185,955","164,063","165,916","178,455","198,980","180,593","153,721","111,125","81,800","59,690","78,341","","357,569","106,435","635,511","245,458","1,073,452","2,245,818","2,175,638","2,070,403","665,270","590,409","484,677","219,831","","39.0","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.1%","6.3%","6.5%","6.2%","6.3%","6.5%","6.7%","6.6%","5.8%","5.9%","6.3%","7.1%","6.4%","5.5%","4.0%","2.9%","2.1%","2.8%","","12.7%","3.8%","22.6%","8.7%","38.2%","79.9%","77.4%","73.6%","23.7%","21.0%","17.2%","7.8%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,981,835","","185,274","191,951","208,237","208,127","205,134","202,813","183,312","194,053","177,339","182,480","185,467","194,067","189,311","159,577","123,367","85,578","54,067","51,681","","400,188","121,759","707,221","291,502","1,170,778","2,357,026","2,274,614","2,141,833","663,581","585,923","474,270","191,326","","37.7","93.9","65.6","26.3","39.3","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.2%","6.4%","7.0%","7.0%","6.9%","6.8%","6.1%","6.5%","5.9%","6.1%","6.2%","6.5%","6.3%","5.4%","4.1%","2.9%","1.8%","1.7%","","13.4%","4.1%","23.7%","9.8%","39.3%","79.0%","76.3%","71.8%","22.3%","19.6%","15.9%","6.4%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.2%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,443,708","","94,834","96,454","107,495","105,195","104,936","100,791","89,266","92,903","87,120","87,401","89,577","91,158","90,060","74,135","56,719","37,773","21,060","16,831","","203,949","61,742","360,525","148,389","580,211","1,124,963","1,083,183","1,016,032","296,578","258,840","206,518","75,664","","36.3","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.6%","6.7%","7.4%","7.3%","7.3%","7.0%","6.2%","6.4%","6.0%","6.1%","6.2%","6.3%","6.2%","5.1%","3.9%","2.6%","1.5%","1.2%","","14.1%","4.3%","25.0%","10.3%","40.2%","77.9%","75.0%","70.4%","20.5%","17.9%","14.3%","5.2%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,538,127","","90,440","95,497","100,742","102,932","100,198","102,022","94,046","101,150","90,219","95,079","95,890","102,909","99,251","85,442","66,648","47,805","33,007","34,850","","196,239","60,017","346,696","143,113","590,567","1,232,063","1,191,431","1,125,801","367,003","327,083","267,752","115,662","","39.0","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.9%","6.2%","6.5%","6.7%","6.5%","6.6%","6.1%","6.6%","5.9%","6.2%","6.2%","6.7%","6.5%","5.6%","4.3%","3.1%","2.1%","2.3%","","12.8%","3.9%","22.5%","9.3%","38.4%","80.1%","77.5%","73.2%","23.9%","21.3%","17.4%","7.5%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,124,160","","371,046","374,685","397,010","396,255","408,372","419,089","399,955","389,985","355,804","367,006","385,639","425,835","400,095","335,264","260,506","184,132","123,437","130,045","","771,695","236,682","1,379,423","567,945","2,369,460","4,903,578","4,744,737","4,500,606","1,433,479","1,266,619","1,033,384","437,614","","38.7","96.3","65.0","27.8","37.2","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.1%","6.1%","6.5%","6.5%","6.7%","6.8%","6.5%","6.4%","5.8%","6.0%","6.3%","7.0%","6.5%","5.5%","4.3%","3.0%","2.0%","2.1%","","12.6%","3.9%","22.5%","9.3%","38.7%","80.1%","77.5%","73.5%","23.4%","20.7%","16.9%","7.1%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.5%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,004,001","","190,192","193,222","201,776","203,346","208,191","210,519","199,715","195,339","176,313","180,906","189,276","206,228","192,810","157,494","120,016","81,086","50,984","46,588","","394,998","121,009","706,199","290,528","1,193,423","2,379,268","2,297,802","2,172,566","648,978","567,601","456,168","178,658","","37.4","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.3%","6.4%","6.7%","6.8%","6.9%","7.0%","6.6%","6.5%","5.9%","6.0%","6.3%","6.9%","6.4%","5.2%","4.0%","2.7%","1.7%","1.6%","","13.1%","4.0%","23.5%","9.7%","39.7%","79.2%","76.5%","72.3%","21.6%","18.9%","15.2%","5.9%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,120,159","","180,854","181,463","195,234","192,909","200,181","208,570","200,240","194,646","179,491","186,100","196,363","219,607","207,285","177,770","140,490","103,046","72,453","83,457","","376,697","115,673","673,224","277,417","1,176,037","2,524,310","2,446,935","2,328,040","784,501","699,018","577,216","258,956","","40.2","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.8%","5.8%","6.3%","6.2%","6.4%","6.7%","6.4%","6.2%","5.8%","6.0%","6.3%","7.0%","6.6%","5.7%","4.5%","3.3%","2.3%","2.7%","","12.1%","3.7%","21.6%","8.9%","37.7%","80.9%","78.4%","74.6%","25.1%","22.4%","18.5%","8.3%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,061,705","","61,338","62,765","66,123","64,483","72,308","69,366","67,159","66,486","61,183","58,943","61,665","74,216","77,551","68,600","51,184","35,767","21,283","21,285","","128,888","38,363","228,589","98,428","400,985","859,185","833,116","792,471","275,670","243,116","198,119","78,335","","40.1","101.2","67.2","31.2","36.0","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.8%","5.9%","6.2%","6.1%","6.8%","6.5%","6.3%","6.3%","5.8%","5.6%","5.8%","7.0%","7.3%","6.5%","4.8%","3.4%","2.0%","2.0%","","12.1%","3.6%","21.5%","9.3%","37.8%","80.9%","78.5%","74.6%","26.0%","22.9%","18.7%","7.4%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.5%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","534,128","","31,867","32,075","33,972","33,710","37,918","35,973","33,941","34,045","31,284","29,889","30,757","36,001","37,895","33,527","26,040","17,387","9,833","8,014","","66,047","19,616","117,530","52,012","206,871","430,087","416,598","395,238","132,696","116,843","94,801","35,234","","39.0","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.0%","6.0%","6.4%","6.3%","7.1%","6.7%","6.4%","6.4%","5.9%","5.6%","5.8%","6.7%","7.1%","6.3%","4.9%","3.3%","1.8%","1.5%","","12.4%","3.7%","22.0%","9.7%","38.7%","80.5%","78.0%","74.0%","24.8%","21.9%","17.7%","6.6%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","527,577","","29,471","30,690","32,151","30,773","34,390","33,393","33,218","32,441","29,899","29,054","30,908","38,215","39,656","35,073","25,144","18,380","11,450","13,271","","62,841","18,747","111,059","46,416","194,114","429,098","416,518","397,233","142,974","126,273","103,318","43,101","","41.1","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","5.6%","5.8%","6.1%","5.8%","6.5%","6.3%","6.3%","6.1%","5.7%","5.5%","5.9%","7.2%","7.5%","6.6%","4.8%","3.5%","2.2%","2.5%","","11.9%","3.6%","21.1%","8.8%","36.8%","81.3%","78.9%","75.3%","27.1%","23.9%","19.6%","8.2%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,923,826","","130,742","132,038","134,239","131,348","135,919","127,694","127,747","128,409","111,203","108,482","111,990","121,405","120,579","100,060","71,827","50,033","37,122","42,989","","266,277","78,084","475,103","189,183","762,320","1,500,813","1,448,723","1,367,466","422,610","372,354","302,031","130,144","","36.6","99.5","67.8","26.3","41.4","","(X)","(X)"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.8%","6.9%","7.0%","6.8%","7.1%","6.6%","6.6%","6.7%","5.8%","5.6%","5.8%","6.3%","6.3%","5.2%","3.7%","2.6%","1.9%","2.2%","","13.8%","4.1%","24.7%","9.8%","39.6%","78.0%","75.3%","71.1%","22.0%","19.4%","15.7%","6.8%","","(X)","(X)","(X)","(X)","(X)","","0.1%","1.9%"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","959,677","","67,204","67,732","68,640","67,506","69,474","65,576","65,418","64,793","56,931","55,152","56,421","60,113","59,082","48,094","34,055","22,852","15,752","14,882","","136,372","40,427","244,003","96,553","389,698","742,547","715,674","674,387","194,717","169,538","135,635","53,486","","35.7","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","7.0%","7.1%","7.2%","7.0%","7.2%","6.8%","6.8%","6.8%","5.9%","5.7%","5.9%","6.3%","6.2%","5.0%","3.5%","2.4%","1.6%","1.6%","","14.2%","4.2%","25.4%","10.1%","40.6%","77.4%","74.6%","70.3%","20.3%","17.7%","14.1%","5.6%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","964,149","","63,538","64,306","65,599","63,842","66,445","62,118","62,329","63,616","54,272","53,330","55,569","61,292","61,497","51,966","37,772","27,181","21,370","28,107","","129,905","37,657","231,100","92,630","372,622","758,266","733,049","693,079","227,893","202,816","166,396","76,658","","37.6","(X)","(X)","(X)","(X)","","(X)","(X)"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","(X)","","6.6%","6.7%","6.8%","6.6%","6.9%","6.4%","6.5%","6.6%","5.6%","5.5%","5.8%","6.4%","6.4%","5.4%","3.9%","2.8%","2.2%","2.9%","","13.5%","3.9%","24.0%","9.6%","38.6%","78.6%","76.0%","71.9%","23.6%","21.0%","17.3%","8.0%","","(X)","(X)","(X)","(X)","(X)","","(X)","(X)"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
