"    Estimate","","4,846,076","3,275,954","3,243,851","3,076,280","167,571","32,103","1,570,122","3,243,851","(X)","2,527,082","1,606,063","1,599,237","1,516,476","416,528","307,865","859,956","670,780","","3,047,112","2,196,630","262,550","226,646","64,877","49,186","247,223","33.0","","3,076,280","1,452,698","509,548","600,435","238,846","274,753","","3,076,280","15,658","218,284","139,913","53,107","284,694","148,833","58,832","187,726","484,811","730,263","250,590","167,531","336,038","","3,076,280","2,248,023","668,287","155,147","4,823","","2,230,527","103,685","57,440","124,319","137,082","207,122","338,125","290,610","430,949","241,284","299,911","87,063","114,236","1,816,626","114,293","634,872","20,700","525,913","35,732","99,364","10,223","50,475","3,203","224,592","1,479,378","37,892","19,405","51,419","71,018","114,289","202,307","198,222","324,261","197,965","262,600","105,790","133,817","43,352","751,149","52,712","70,298","45,841","66,093","56,623","","5,938,200","5,586,014","4,421,288","1,942,647","352,186","1,417,908","49,465","3,612,875","2,961,704","2,814,656","2,611,191","2,391,811","298,115","203,465","147,048","120,693","68,739","57,433","26,355","651,171","587,617","377,027","259,574","63,554","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","4,846,076","67.6%","66.9%","63.5%","3.5%","0.7%","32.4%","3,243,851","5.2%","2,527,082","63.6%","63.3%","60.0%","416,528","73.9%","859,956","78.0%","","3,047,112","72.1%","8.6%","7.4%","2.1%","1.6%","8.1%","(X)","","3,076,280","47.2%","16.6%","19.5%","7.8%","8.9%","","3,076,280","0.5%","7.1%","4.5%","1.7%","9.3%","4.8%","1.9%","6.1%","15.8%","23.7%","8.1%","5.4%","10.9%","","3,076,280","73.1%","21.7%","5.0%","0.2%","","2,230,527","4.6%","2.6%","5.6%","6.1%","9.3%","15.2%","13.0%","19.3%","10.8%","13.4%","(X)","(X)","81.4%","(X)","28.5%","(X)","23.6%","(X)","4.5%","(X)","2.3%","(X)","10.1%","1,479,378","2.6%","1.3%","3.5%","4.8%","7.7%","13.7%","13.4%","21.9%","13.4%","17.8%","(X)","(X)","(X)","751,149","(X)","(X)","(X)","(X)","(X)","","5,938,200","94.1%","74.5%","32.7%","5.9%","1,417,908","3.5%","3,612,875","2,961,704","2,814,656","92.8%","85.0%","10.6%","7.2%","147,048","82.1%","46.7%","39.1%","17.9%","651,171","90.2%","57.9%","39.9%","9.8%","","5.9%","9.2%","8.1%","2.7%","3.3%","2.5%","16.3%","23.5%","26.3%","9.0%","11.6%","11.3%","12.4%","10.9%","8.3%","8.4%","7.9%","6.5%","19.9%"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,678,025","3,815,083","3,809,494","3,615,725","193,769","5,589","1,862,942","3,809,494","(X)","2,953,040","1,872,190","1,871,341","1,782,772","413,053","305,193","894,001","693,494","","3,544,318","2,410,716","257,379","337,729","170,570","75,072","292,852","30.0","","3,615,725","1,736,511","606,043","699,855","240,326","332,990","","3,615,725","15,060","208,482","319,301","78,552","364,481","143,871","80,905","264,886","521,893","1,019,819","297,992","161,382","139,101","","3,615,725","2,960,392","444,748","204,826","5,759","","2,646,980","132,385","107,856","179,945","168,752","239,021","368,728","316,659","475,386","279,582","378,666","84,385","115,964","2,096,773","120,626","800,310","19,928","512,014","31,198","156,847","10,248","75,002","3,806","306,502","1,673,992","46,748","28,117","69,026","83,926","130,556","216,305","207,807","349,590","223,424","318,493","106,526","139,154","45,555","972,988","48,876","71,190","44,845","71,096","57,737","","6,800,682","6,614,995","5,068,095","2,457,888","185,687","1,464,881","21,269","4,235,014","3,449,829","3,282,376","3,172,959","2,793,902","473,395","109,417","167,453","151,578","82,704","76,450","15,875","785,185","750,033","440,449","368,719","35,152","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","5,678,025","67.2%","67.1%","63.7%","3.4%","0.1%","32.8%","3,809,494","5.1%","2,953,040","63.4%","63.4%","60.4%","413,053","73.9%","894,001","77.6%","","3,544,318","68.0%","7.3%","9.5%","4.8%","2.1%","8.3%","(X)","","3,615,725","48.0%","16.8%","19.4%","6.6%","9.2%","","3,615,725","0.4%","5.8%","8.8%","2.2%","10.1%","4.0%","2.2%","7.3%","14.4%","28.2%","8.2%","4.5%","3.8%","","3,615,725","81.9%","12.3%","5.7%","0.2%","","2,646,980","5.0%","4.1%","6.8%","6.4%","9.0%","13.9%","12.0%","18.0%","10.6%","14.3%","(X)","(X)","79.2%","(X)","30.2%","(X)","19.3%","(X)","5.9%","(X)","2.8%","(X)","11.6%","1,673,992","2.8%","1.7%","4.1%","5.0%","7.8%","12.9%","12.4%","20.9%","13.3%","19.0%","(X)","(X)","(X)","972,988","(X)","(X)","(X)","(X)","(X)","","6,800,682","97.3%","74.5%","36.1%","2.7%","1,464,881","1.5%","4,235,014","3,449,829","3,282,376","96.7%","85.1%","14.4%","3.3%","167,453","90.5%","49.4%","45.7%","9.5%","785,185","95.5%","56.1%","47.0%","4.5%","","6.6%","10.3%","9.6%","2.8%","3.2%","2.9%","20.5%","29.2%","34.2%","9.8%","12.2%","11.9%","13.4%","11.4%","9.2%","9.3%","8.9%","6.8%","20.8%"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","8,070,619","4,961,054","4,956,499","4,658,357","298,142","4,555","3,109,565","4,956,499","(X)","4,133,905","2,366,322","2,365,677","2,231,606","658,450","441,482","1,399,687","1,006,898","","4,560,759","3,679,255","392,963","58,641","99,941","57,846","272,113","24.6","","4,658,357","1,752,147","805,030","962,900","366,692","771,588","","4,658,357","52,798","257,038","865,163","110,651","499,752","207,259","62,541","260,053","451,320","1,089,747","427,660","213,577","160,798","","4,658,357","3,923,539","496,405","230,849","7,564","","3,980,408","254,424","164,841","364,976","383,601","527,421","723,559","515,271","582,349","236,748","227,218","59,234","80,803","2,961,783","83,024","1,387,612","20,958","998,036","24,389","239,304","10,364","99,619","2,755","506,999","2,526,437","91,880","57,539","146,173","185,885","296,513","476,747","387,663","479,307","205,089","199,641","75,470","97,175","32,854","1,453,971","35,002","49,045","33,534","54,763","42,471","","9,866,076","9,337,676","7,057,536","3,815,034","528,400","2,293,655","70,983","5,897,881","4,541,963","4,281,906","3,976,802","3,557,369","534,411","305,104","260,057","212,863","103,302","117,449","47,194","1,355,918","1,256,395","723,978","658,238","99,523","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","8,070,619","61.5%","61.4%","57.7%","3.7%","0.1%","38.5%","4,956,499","6.0%","4,133,905","57.2%","57.2%","54.0%","658,450","67.0%","1,399,687","71.9%","","4,560,759","80.7%","8.6%","1.3%","2.2%","1.3%","6.0%","(X)","","4,658,357","37.6%","17.3%","20.7%","7.9%","16.6%","","4,658,357","1.1%","5.5%","18.6%","2.4%","10.7%","4.4%","1.3%","5.6%","9.7%","23.4%","9.2%","4.6%","3.5%","","4,658,357","84.2%","10.7%","5.0%","0.2%","","3,980,408","6.4%","4.1%","9.2%","9.6%","13.3%","18.2%","12.9%","14.6%","5.9%","5.7%","(X)","(X)","74.4%","(X)","34.9%","(X)","25.1%","(X)","6.0%","(X)","2.5%","(X)","12.7%","2,526,437","3.6%","2.3%","5.8%","7.4%","11.7%","18.9%","15.3%","19.0%","8.1%","7.9%","(X)","(X)","(X)","1,453,971","(X)","(X)","(X)","(X)","(X)","","9,866,076","94.6%","71.5%","38.7%","5.4%","2,293,655","3.1%","5,897,881","4,541,963","4,281,906","92.9%","83.1%","12.5%","7.1%","260,057","81.9%","39.7%","45.2%","18.1%","1,355,918","92.7%","53.4%","48.5%","7.3%","","9.2%","15.6%","16.8%","4.3%","6.3%","5.6%","26.8%","37.2%","45.4%","13.7%","18.8%","18.4%","21.9%","17.1%","12.3%","13.4%","8.5%","10.4%","26.1%"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,444,556","3,078,339","3,074,732","2,957,615","117,117","3,607","1,366,217","3,074,732","(X)","2,245,818","1,473,039","1,472,498","1,422,869","408,941","311,938","839,394","673,811","","2,903,106","2,205,517","236,049","93,692","75,115","44,284","248,449","23.8","","2,957,615","1,248,858","465,932","602,723","237,260","402,842","","2,957,615","61,376","180,652","397,516","83,238","319,237","137,643","46,995","214,936","295,578","753,814","233,675","126,435","106,520","","2,957,615","2,434,982","359,527","158,254","4,852","","2,207,988","91,125","76,090","154,526","164,639","254,917","384,642","310,848","404,157","180,414","186,630","73,382","96,814","1,764,386","98,477","649,190","21,156","441,926","26,385","90,257","10,706","71,008","3,038","165,078","1,404,798","29,011","19,718","53,689","75,690","131,951","232,158","221,556","322,508","154,066","164,451","92,692","116,714","38,881","803,190","42,913","57,891","40,505","59,850","48,961","","5,541,421","5,289,521","4,229,748","1,827,544","251,900","1,374,076","45,851","3,309,779","2,799,545","2,698,342","2,552,801","2,308,486","313,355","145,541","101,203","85,765","48,553","40,404","15,438","510,234","467,460","287,189","217,136","42,774","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","4,444,556","69.3%","69.2%","66.5%","2.6%","0.1%","30.7%","3,074,732","3.8%","2,245,818","65.6%","65.6%","63.4%","408,941","76.3%","839,394","80.3%","","2,903,106","76.0%","8.1%","3.2%","2.6%","1.5%","8.6%","(X)","","2,957,615","42.2%","15.8%","20.4%","8.0%","13.6%","","2,957,615","2.1%","6.1%","13.4%","2.8%","10.8%","4.7%","1.6%","7.3%","10.0%","25.5%","7.9%","4.3%","3.6%","","2,957,615","82.3%","12.2%","5.4%","0.2%","","2,207,988","4.1%","3.4%","7.0%","7.5%","11.5%","17.4%","14.1%","18.3%","8.2%","8.5%","(X)","(X)","79.9%","(X)","29.4%","(X)","20.0%","(X)","4.1%","(X)","3.2%","(X)","7.5%","1,404,798","2.1%","1.4%","3.8%","5.4%","9.4%","16.5%","15.8%","23.0%","11.0%","11.7%","(X)","(X)","(X)","803,190","(X)","(X)","(X)","(X)","(X)","","5,541,421","95.5%","76.3%","33.0%","4.5%","1,374,076","3.3%","3,309,779","2,799,545","2,698,342","94.6%","85.6%","11.6%","5.4%","101,203","84.7%","48.0%","39.9%","15.3%","510,234","91.6%","56.3%","42.6%","8.4%","","5.6%","9.2%","8.8%","2.5%","3.4%","2.3%","21.4%","27.7%","34.4%","9.3%","11.6%","11.2%","11.9%","11.0%","8.6%","9.0%","7.1%","6.4%","20.2%"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,357,026","1,351,695","1,338,474","1,243,095","95,379","13,221","1,005,331","1,338,474","(X)","1,232,063","664,587","662,239","614,030","208,236","144,912","443,171","320,225","","1,230,952","1,041,248","113,601","3,335","16,558","18,926","37,284","25.2","","1,243,095","411,751","221,167","258,813","128,998","222,366","","1,243,095","28,694","83,156","163,939","29,983","140,140","81,316","14,477","56,316","86,231","316,357","117,848","58,887","65,751","","1,243,095","941,343","230,089","68,155","3,508","","1,116,649","104,924","74,879","137,726","122,490","151,138","189,437","127,828","125,217","45,303","37,707","46,511","65,156","807,603","67,937","395,533","18,416","238,843","23,347","84,481","9,583","24,062","2,771","162,478","740,489","44,216","27,199","69,708","75,110","98,402","138,150","104,220","109,420","41,342","32,722","58,923","77,072","25,444","376,160","25,314","39,215","30,484","45,599","34,304","","2,912,057","2,562,055","1,766,112","1,135,618","350,002","749,257","38,289","1,702,362","1,230,763","1,146,308","980,494","934,079","78,227","165,814","84,455","43,131","25,825","19,184","41,324","471,599","368,599","196,344","208,782","103,000","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","2,357,026","57.3%","56.8%","52.7%","4.0%","0.6%","42.7%","1,338,474","7.1%","1,232,063","53.9%","53.8%","49.8%","208,236","69.6%","443,171","72.3%","","1,230,952","84.6%","9.2%","0.3%","1.3%","1.5%","3.0%","(X)","","1,243,095","33.1%","17.8%","20.8%","10.4%","17.9%","","1,243,095","2.3%","6.7%","13.2%","2.4%","11.3%","6.5%","1.2%","4.5%","6.9%","25.4%","9.5%","4.7%","5.3%","","1,243,095","75.7%","18.5%","5.5%","0.3%","","1,116,649","9.4%","6.7%","12.3%","11.0%","13.5%","17.0%","11.4%","11.2%","4.1%","3.4%","(X)","(X)","72.3%","(X)","35.4%","(X)","21.4%","(X)","7.6%","(X)","2.2%","(X)","14.6%","740,489","6.0%","3.7%","9.4%","10.1%","13.3%","18.7%","14.1%","14.8%","5.6%","4.4%","(X)","(X)","(X)","376,160","(X)","(X)","(X)","(X)","(X)","","2,912,057","88.0%","60.6%","39.0%","12.0%","749,257","5.1%","1,702,362","1,230,763","1,146,308","85.5%","81.5%","6.8%","14.5%","84,455","51.1%","30.6%","22.7%","48.9%","471,599","78.2%","41.6%","44.3%","21.8%","","15.0%","23.3%","21.1%","6.1%","8.1%","8.5%","37.0%","47.6%","43.2%","19.6%","27.6%","27.3%","29.3%","26.6%","17.0%","18.2%","12.8%","16.8%","32.9%"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,903,578","3,090,253","3,071,591","2,932,918","138,673","18,662","1,813,325","3,071,591","(X)","2,524,310","1,490,661","1,487,005","1,422,944","423,047","296,309","869,169","652,543","","2,897,593","2,342,401","242,252","33,546","55,142","34,387","189,865","23.9","","2,932,918","1,110,798","492,834","641,841","256,729","430,716","","2,932,918","49,319","191,823","335,105","79,004","336,668","163,524","52,351","208,501","287,027","705,543","257,272","139,206","127,575","","2,932,918","2,403,517","360,689","162,875","5,837","","2,440,212","147,673","108,642","234,579","243,951","334,648","451,336","318,133","346,800","128,665","125,785","57,290","78,194","1,858,153","79,654","808,516","19,816","543,356","24,125","130,524","9,981","45,375","2,783","255,682","1,551,056","50,785","36,078","96,019","119,798","193,975","301,721","242,466","287,027","112,863","110,324","72,834","93,919","31,839","889,156","33,731","47,519","33,811","50,942","40,176","","6,011,968","5,446,869","4,249,202","1,919,977","565,099","1,454,835","84,423","3,560,835","2,796,098","2,675,261","2,375,517","2,278,036","159,955","299,744","120,837","72,408","51,425","24,448","48,429","764,737","636,644","401,584","291,393","128,093","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","4,903,578","63.0%","62.6%","59.8%","2.8%","0.4%","37.0%","3,071,591","4.5%","2,524,310","59.1%","58.9%","56.4%","423,047","70.0%","869,169","75.1%","","2,897,593","80.8%","8.4%","1.2%","1.9%","1.2%","6.6%","(X)","","2,932,918","37.9%","16.8%","21.9%","8.8%","14.7%","","2,932,918","1.7%","6.5%","11.4%","2.7%","11.5%","5.6%","1.8%","7.1%","9.8%","24.1%","8.8%","4.7%","4.3%","","2,932,918","81.9%","12.3%","5.6%","0.2%","","2,440,212","6.1%","4.5%","9.6%","10.0%","13.7%","18.5%","13.0%","14.2%","5.3%","5.2%","(X)","(X)","76.1%","(X)","33.1%","(X)","22.3%","(X)","5.3%","(X)","1.9%","(X)","10.5%","1,551,056","3.3%","2.3%","6.2%","7.7%","12.5%","19.5%","15.6%","18.5%","7.3%","7.1%","(X)","(X)","(X)","889,156","(X)","(X)","(X)","(X)","(X)","","6,011,968","90.6%","70.7%","31.9%","9.4%","1,454,835","5.8%","3,560,835","2,796,098","2,675,261","88.8%","85.2%","6.0%","11.2%","120,837","59.9%","42.6%","20.2%","40.1%","764,737","83.3%","52.5%","38.1%","16.7%","","8.9%","14.2%","14.9%","4.3%","5.7%","4.9%","25.9%","34.9%","40.9%","13.0%","17.4%","16.9%","19.3%","16.0%","11.7%","12.6%","8.6%","9.9%","25.0%"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","859,185","545,629","542,584","520,043","22,541","3,045","313,556","542,584","(X)","429,098","256,425","255,948","246,177","69,362","44,477","144,675","105,817","","512,202","385,206","47,247","3,729","23,670","11,242","41,108","18.4","","520,043","194,908","97,756","108,873","61,113","57,393","","520,043","33,072","42,680","25,990","11,009","63,971","27,257","8,224","28,210","45,656","120,662","59,115","25,014","29,183","","520,043","388,354","85,504","44,523","1,662","","436,048","24,960","21,216","41,955","45,685","58,971","83,553","55,819","60,180","23,379","20,330","56,539","76,834","332,612","74,677","149,630","19,278","93,682","25,463","16,655","9,671","10,996","3,237","40,557","267,258","7,671","5,132","16,015","21,090","33,535","54,247","42,353","50,231","19,395","17,589","72,773","94,034","32,463","168,790","33,606","47,098","31,067","49,939","38,332","","1,046,670","958,813","699,509","415,029","87,857","240,362","14,312","612,864","488,329","468,968","418,056","371,764","64,665","50,912","19,361","14,512","7,480","7,714","4,849","124,535","107,464","65,733","51,784","17,071","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","859,185","63.5%","63.2%","60.5%","2.6%","0.4%","36.5%","542,584","4.2%","429,098","59.8%","59.6%","57.4%","69,362","64.1%","144,675","73.1%","","512,202","75.2%","9.2%","0.7%","4.6%","2.2%","8.0%","(X)","","520,043","37.5%","18.8%","20.9%","11.8%","11.0%","","520,043","6.4%","8.2%","5.0%","2.1%","12.3%","5.2%","1.6%","5.4%","8.8%","23.2%","11.4%","4.8%","5.6%","","520,043","74.7%","16.4%","8.6%","0.3%","","436,048","5.7%","4.9%","9.6%","10.5%","13.5%","19.2%","12.8%","13.8%","5.4%","4.7%","(X)","(X)","76.3%","(X)","34.3%","(X)","21.5%","(X)","3.8%","(X)","2.5%","(X)","9.3%","267,258","2.9%","1.9%","6.0%","7.9%","12.5%","20.3%","15.8%","18.8%","7.3%","6.6%","(X)","(X)","(X)","168,790","(X)","(X)","(X)","(X)","(X)","","1,046,670","91.6%","66.8%","39.7%","8.4%","240,362","6.0%","612,864","488,329","468,968","89.1%","79.3%","13.8%","10.9%","19,361","75.0%","38.6%","39.8%","25.0%","124,535","86.3%","52.8%","41.6%","13.7%","","7.7%","13.1%","16.1%","4.3%","6.5%","7.3%","26.0%","34.6%","44.7%","12.8%","15.2%","14.7%","17.0%","13.8%","12.1%","13.1%","8.9%","8.8%","26.0%"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,500,813","1,040,763","1,034,886","999,772","35,114","5,877","460,050","1,034,886","(X)","758,266","490,992","490,045","473,770","152,669","114,490","300,932","239,740","","987,536","796,849","88,485","6,256","24,840","11,634","59,472","18.9","","999,772","388,055","159,019","212,022","98,765","141,911","","999,772","43,549","69,761","102,384","26,154","110,109","59,007","17,899","75,967","88,699","245,352","74,160","44,963","41,768","","999,772","794,468","140,700","62,437","2,167","","766,663","38,358","28,791","63,033","70,510","101,829","147,585","108,323","121,733","46,641","39,860","63,015","82,306","621,089","81,639","224,384","20,680","133,175","23,821","28,888","10,221","14,470","2,694","62,324","488,849","11,416","8,408","22,693","32,164","55,238","96,275","82,734","103,108","41,388","35,425","80,125","99,693","33,205","277,814","36,396","48,247","35,283","52,186","40,911","","1,894,327","1,740,040","1,435,016","535,075","154,287","500,238","26,209","1,103,090","930,219","901,798","816,556","787,591","51,722","85,242","28,421","17,813","13,268","5,543","10,608","172,871","141,846","101,208","54,082","31,025","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","1,500,813","69.3%","69.0%","66.6%","2.3%","0.4%","30.7%","1,034,886","3.4%","758,266","64.8%","64.6%","62.5%","152,669","75.0%","300,932","79.7%","","987,536","80.7%","9.0%","0.6%","2.5%","1.2%","6.0%","(X)","","999,772","38.8%","15.9%","21.2%","9.9%","14.2%","","999,772","4.4%","7.0%","10.2%","2.6%","11.0%","5.9%","1.8%","7.6%","8.9%","24.5%","7.4%","4.5%","4.2%","","999,772","79.5%","14.1%","6.2%","0.2%","","766,663","5.0%","3.8%","8.2%","9.2%","13.3%","19.3%","14.1%","15.9%","6.1%","5.2%","(X)","(X)","81.0%","(X)","29.3%","(X)","17.4%","(X)","3.8%","(X)","1.9%","(X)","8.1%","488,849","2.3%","1.7%","4.6%","6.6%","11.3%","19.7%","16.9%","21.1%","8.5%","7.2%","(X)","(X)","(X)","277,814","(X)","(X)","(X)","(X)","(X)","","1,894,327","91.9%","75.8%","28.2%","8.1%","500,238","5.2%","1,103,090","930,219","901,798","90.5%","87.3%","5.7%","9.5%","28,421","62.7%","46.7%","19.5%","37.3%","172,871","82.1%","58.5%","31.3%","17.9%","","6.6%","10.6%","11.7%","3.1%","4.2%","3.6%","23.4%","30.1%","37.8%","10.4%","12.2%","11.8%","14.0%","10.9%","9.8%","10.3%","7.8%","7.2%","22.8%"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,419,552","1,534,671","1,525,262","1,425,040","100,222","9,409","884,881","1,525,262","(X)","1,210,432","708,814","706,991","659,799","209,396","135,950","439,281","311,440","","1,402,593","1,077,493","148,288","41,190","22,901","31,724","80,997","24.6","","1,425,040","439,862","358,194","326,953","128,606","171,425","","1,425,040","19,815","103,255","68,651","29,963","164,356","87,835","21,929","79,205","163,316","232,486","328,529","66,182","59,518","","1,425,040","1,174,890","169,918","77,745","2,487","","1,130,011","66,304","39,423","95,711","103,086","150,440","209,130","155,150","174,268","69,852","66,647","62,043","84,350","880,427","83,701","344,336","19,749","238,103","31,171","46,314","10,531","34,421","2,968","131,169","720,213","25,072","13,458","43,063","56,322","89,065","137,696","113,154","133,292","55,406","53,685","74,077","96,532","32,629","409,798","40,355","57,846","34,822","48,506","41,103","","2,993,632","2,659,502","1,948,791","1,030,710","334,130","720,745","55,361","1,799,167","1,408,225","1,320,429","1,141,106","1,040,843","139,543","179,323","87,796","65,136","36,781","31,211","22,660","390,942","320,463","192,561","155,161","70,479","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    Percent","","2,419,552","63.4%","63.0%","58.9%","4.1%","0.4%","36.6%","1,525,262","6.6%","1,210,432","58.6%","58.4%","54.5%","209,396","64.9%","439,281","70.9%","","1,402,593","76.8%","10.6%","2.9%","1.6%","2.3%","5.8%","(X)","","1,425,040","30.9%","25.1%","22.9%","9.0%","12.0%","","1,425,040","1.4%","7.2%","4.8%","2.1%","11.5%","6.2%","1.5%","5.6%","11.5%","16.3%","23.1%","4.6%","4.2%","","1,425,040","82.4%","11.9%","5.5%","0.2%","","1,130,011","5.9%","3.5%","8.5%","9.1%","13.3%","18.5%","13.7%","15.4%","6.2%","5.9%","(X)","(X)","77.9%","(X)","30.5%","(X)","21.1%","(X)","4.1%","(X)","3.0%","(X)","11.6%","720,213","3.5%","1.9%","6.0%","7.8%","12.4%","19.1%","15.7%","18.5%","7.7%","7.5%","(X)","(X)","(X)","409,798","(X)","(X)","(X)","(X)","(X)","","2,993,632","88.8%","65.1%","34.4%","11.2%","720,745","7.7%","1,799,167","1,408,225","1,320,429","86.4%","78.8%","10.6%","13.6%","87,796","74.2%","41.9%","35.5%","25.8%","390,942","82.0%","49.3%","39.7%","18.0%","","9.0%","14.0%","12.7%","4.9%","6.8%","4.4%","22.4%","30.7%","33.3%","12.8%","17.6%","17.2%","19.3%","16.4%","11.4%","11.9%","9.2%","10.1%","23.0%"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,130,008","761,007","758,702","730,223","28,479","2,305","369,001","758,702","(X)","573,353","362,444","362,152","350,231","74,242","55,142","171,297","131,649","","715,564","569,140","54,771","5,646","18,117","8,603","59,287","27.4","","730,223","306,308","116,785","155,896","63,592","87,642","","730,223","5,551","50,085","92,104","19,060","89,094","27,227","14,217","46,048","82,008","180,390","63,270","31,592","29,577","","730,223","584,560","96,015","48,466","1,182","","539,116","19,786","16,073","36,031","40,516","54,782","92,046","76,059","102,040","49,523","52,260","77,923","101,292","428,983","101,744","182,091","21,370","122,090","26,395","24,664","11,003","13,004","3,338","34,509","351,445","6,404","4,716","11,930","16,966","29,700","57,315","54,496","82,573","42,105","45,240","97,001","120,331","41,234","187,671","43,777","60,485","40,797","61,507","49,178","","1,338,372","1,258,301","1,025,907","421,762","80,071","276,273","7,876","825,171","681,209","656,974","604,086","568,572","50,700","52,888","24,235","18,683","12,270","7,155","5,552","143,962","131,021","84,856","57,395","12,941","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
