"        Estimate","5,894,835","","1,319,572","357,035","962,537","1,314,681","3,667,846","1,285,368","2,382,478","1,288,697","907,417","","2,840,551","3,054,284","","3,206,937","1,745,206","15,260","378,532","2,481","281,015","265,404","607,359","2,965,954","","4,103,646","378,181","979,956","1,048,974","1,696,535","","3,228,143","3,062,139","1,554,085","1,508,054","166,004","83,981","82,023","","4,722,913","2,292,747","1,052,566","1,377,600","","261,713","691,601","865,471","1,123,966","1,235,749","1,981,980","2,716,617","3,369,464","1,100,314","518,099","582,215","1,241","3,426","90,576","236,921","139,876","154,838","188,324","149,975","135,137","7,582","540,310","212,482","347,522"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","531,553","","153,356","44,311","109,045","148,796","306,634","138,089","168,545","102,019","71,563","","229,901","301,652","","208,103","226,073","2,281","27,304","198","39,646","27,948","72,737","182,033","","311,326","73,431","111,933","73,733","52,229","","154,293","116,766","47,358","69,408","37,527","16,873","20,654","","393,660","33,402","121,048","239,210","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","218,963","93,931","125,032","1,199","3,284","39,955","35,005","21,935","28,587","40,179","25,431","23,388","(X)","13,692","65,990","139,281"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.0%","","11.6%","12.4%","11.3%","11.3%","8.4%","10.7%","7.1%","7.9%","7.9%","","8.1%","9.9%","","6.5%","13.0%","14.9%","7.2%","8.0%","14.1%","10.5%","12.0%","6.1%","","7.6%","19.4%","11.4%","7.0%","3.1%","","4.8%","3.8%","3.0%","4.6%","22.6%","20.1%","25.2%","","8.3%","1.5%","11.5%","17.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.9%","18.1%","21.5%","96.6%","95.9%","44.1%","14.8%","15.7%","18.5%","21.3%","17.0%","17.3%","(X)","2.5%","31.1%","40.1%"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,637,329","","1,340,628","351,401","989,227","1,335,276","4,195,914","1,518,927","2,676,987","1,541,989","1,100,787","","3,221,477","3,415,852","","5,091,390","491,182","13,496","443,151","2,545","278,354","317,211","802,795","4,707,206","","4,750,056","414,998","1,106,712","1,096,439","2,131,907","","3,738,117","3,551,918","1,807,849","1,744,069","186,199","101,458","84,741","","5,460,968","2,478,222","1,410,989","1,571,757","","306,620","847,874","1,036,734","1,308,611","1,428,245","2,218,326","3,004,241","3,724,661","1,450,602","691,017","759,585","1,526","3,510","138,763","367,439","160,763","176,329","227,874","190,627","183,771","7,163","658,387","322,931","469,284"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","653,454","","164,081","47,069","117,012","159,073","391,040","183,304","207,736","136,923","98,333","","283,099","370,355","","400,134","86,362","3,143","52,349","303","61,853","49,310","184,331","313,547","","399,981","96,208","128,974","91,568","83,231","","179,321","138,104","55,428","82,676","41,217","20,546","20,671","","507,710","28,734","155,665","323,311","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","302,440","132,574","169,866","1,475","3,443","59,264","53,492","25,166","35,950","53,285","35,440","34,925","(X)","13,528","88,207","200,705"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.8%","","12.2%","13.4%","11.8%","11.9%","9.3%","12.1%","7.8%","8.9%","8.9%","","8.8%","10.8%","","7.9%","17.6%","23.3%","11.8%","11.9%","22.2%","15.5%","23.0%","6.7%","","8.4%","23.2%","11.7%","8.4%","3.9%","","4.8%","3.9%","3.1%","4.7%","22.1%","20.3%","24.4%","","9.3%","1.2%","11.0%","20.6%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.8%","19.2%","22.4%","96.7%","98.1%","42.7%","14.6%","15.7%","20.4%","23.4%","18.6%","19.0%","(X)","2.1%","27.3%","42.8%"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,753,541","","2,121,489","558,240","1,563,249","2,110,978","5,957,515","2,142,249","3,815,266","2,356,638","1,674,537","","4,785,135","4,968,406","","7,587,954","1,310,122","48,419","308,651","3,005","129,857","365,533","509,094","7,288,687","","6,757,976","576,565","1,911,595","2,224,157","2,045,659","","4,918,542","4,624,512","2,412,948","2,211,564","294,030","162,304","131,726","","7,887,834","3,172,186","1,965,590","2,750,058","","602,900","1,736,245","2,128,590","2,725,442","2,986,090","4,624,113","6,045,057","7,129,144","2,047,666","1,008,051","1,039,615","2,849","7,123","261,820","380,502","211,861","264,519","358,401","288,171","272,420","7,112","780,483","482,650","784,533"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,337,256","","398,119","122,232","275,887","388,133","797,515","382,930","414,585","212,828","141,622","","601,304","735,952","","827,888","359,903","10,316","39,044","810","28,241","71,054","105,440","768,830","","736,380","159,298","272,499","220,187","84,396","","399,865","304,843","128,915","175,928","95,022","49,298","45,724","","979,066","78,076","333,031","567,959","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","534,338","245,467","288,871","2,816","6,958","129,591","78,811","49,944","72,440","97,916","52,479","43,383","(X)","27,673","189,236","317,429"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.7%","","18.8%","21.9%","17.6%","18.4%","13.4%","17.9%","10.9%","9.0%","8.5%","","12.6%","14.8%","","10.9%","27.5%","21.3%","12.6%","27.0%","21.7%","19.4%","20.7%","10.5%","","10.9%","27.6%","14.3%","9.9%","4.1%","","8.1%","6.6%","5.3%","8.0%","32.3%","30.4%","34.7%","","12.4%","2.5%","16.9%","20.7%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1%","24.4%","27.8%","98.8%","97.7%","49.5%","20.7%","23.6%","27.4%","27.3%","18.2%","15.9%","(X)","3.5%","39.2%","40.5%"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,476,956","","1,275,790","345,291","930,499","1,269,959","3,343,600","1,202,256","2,141,344","1,212,589","857,566","","2,724,730","2,752,226","","4,478,328","346,607","51,026","269,960","2,079","117,137","211,819","300,403","4,332,935","","3,751,815","242,833","896,780","1,219,566","1,392,636","","3,045,222","2,931,098","1,524,231","1,406,867","114,124","66,028","48,096","","4,343,630","2,044,584","1,163,985","1,135,061","","229,343","692,157","872,530","1,138,521","1,261,395","2,060,431","2,863,706","3,548,667","1,167,515","582,049","585,466","1,506","3,988","156,114","255,975","134,171","141,817","187,357","140,300","146,287","6,881","527,359","296,219","343,937"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","511,185","","147,958","41,145","106,813","142,629","301,979","152,766","149,213","88,697","61,248","","230,592","280,593","","317,396","91,622","16,527","34,717","358","20,085","30,480","52,427","292,512","","278,126","54,979","94,550","86,910","41,687","","168,140","139,956","58,787","81,169","28,184","14,584","13,600","","377,281","32,202","151,941","193,138","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","235,612","108,420","127,192","1,478","3,681","64,518","34,478","21,103","27,176","38,679","20,830","23,669","(X)","13,200","97,373","125,039"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.3%","","11.6%","11.9%","11.5%","11.2%","9.0%","12.7%","7.0%","7.3%","7.1%","","8.5%","10.2%","","7.1%","26.4%","32.4%","12.9%","17.2%","17.1%","14.4%","17.5%","6.8%","","7.4%","22.6%","10.5%","7.1%","3.0%","","5.5%","4.8%","3.9%","5.8%","24.7%","22.1%","28.3%","","8.7%","1.6%","13.1%","17.0%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.2%","18.6%","21.7%","98.1%","92.3%","41.3%","13.5%","15.7%","19.2%","20.6%","14.8%","16.2%","(X)","2.5%","32.9%","36.4%"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,883,074","","693,906","181,580","512,326","691,331","1,728,730","630,324","1,098,406","647,162","460,438","","1,380,704","1,502,370","","1,681,375","1,077,668","13,406","28,994","1,070","32,165","48,396","89,176","1,635,946","","1,932,405","271,922","578,002","633,942","448,539","","1,331,642","1,237,059","627,038","610,021","94,583","46,851","47,732","","2,270,442","929,397","442,938","898,107","","254,570","732,910","889,845","1,100,632","1,192,766","1,702,401","2,085,510","2,351,811","505,636","243,144","262,492","794","1,591","53,432","77,222","56,993","70,939","94,931","78,710","71,024","7,077","183,923","94,616","227,097"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","564,439","","191,339","53,166","138,173","188,939","314,225","143,687","170,538","86,952","58,875","","241,674","322,765","","204,268","332,649","4,575","4,003","160","7,589","11,195","22,389","192,411","","302,220","85,446","110,684","82,946","23,144","","144,176","107,229","40,435","66,794","36,947","15,486","21,461","","391,962","42,708","95,021","254,233","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","166,183","71,292","94,891","794","1,552","31,464","20,760","17,062","23,247","33,532","19,498","18,274","(X)","9,848","40,909","115,426"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19.6%","","27.6%","29.3%","27.0%","27.3%","18.2%","22.8%","15.5%","13.4%","12.8%","","17.5%","21.5%","","12.1%","30.9%","34.1%","13.8%","15.0%","23.6%","23.1%","25.1%","11.8%","","15.6%","31.4%","19.1%","13.1%","5.2%","","10.8%","8.7%","6.4%","10.9%","39.1%","33.1%","45.0%","","17.3%","4.6%","21.5%","28.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9%","29.3%","36.2%","100.0%","97.5%","58.9%","26.9%","29.9%","32.8%","35.3%","24.8%","25.7%","(X)","5.4%","43.2%","50.8%"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,942,813","","1,347,911","362,841","985,070","1,339,328","3,598,618","1,304,939","2,293,679","1,391,799","996,284","","2,900,494","3,042,319","","4,842,586","665,403","23,179","120,200","8,376","74,954","208,115","254,826","4,696,423","","4,092,259","374,117","1,234,832","1,240,328","1,242,982","","3,051,292","2,913,566","1,501,935","1,411,631","137,726","74,114","63,612","","4,751,129","2,128,197","1,069,374","1,553,558","","336,343","1,034,128","1,294,086","1,675,786","1,849,007","2,894,843","3,793,002","4,455,247","1,233,157","592,855","640,302","2,335","5,453","158,517","233,382","129,980","161,231","212,344","168,309","161,606","7,031","529,307","258,677","445,173"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","772,992","","233,927","69,855","164,072","226,170","452,917","216,671","236,246","128,620","86,148","","343,547","429,445","","540,189","157,184","5,302","15,846","1,914","16,599","35,958","49,972","511,806","","426,122","97,451","162,898","117,917","47,856","","225,067","182,893","79,314","103,579","42,174","19,798","22,376","","563,318","57,530","182,523","323,265","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","308,279","136,819","171,460","2,295","5,045","75,347","42,696","27,033","41,834","56,226","30,376","27,427","(X)","21,037","102,216","185,026"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13.0%","","17.4%","19.3%","16.7%","16.9%","12.6%","16.6%","10.3%","9.2%","8.6%","","11.8%","14.1%","","11.2%","23.6%","22.9%","13.2%","22.9%","22.1%","17.3%","19.6%","10.9%","","10.4%","26.0%","13.2%","9.5%","3.9%","","7.4%","6.3%","5.3%","7.3%","30.6%","26.7%","35.2%","","11.9%","2.7%","17.1%","20.8%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0%","23.1%","26.8%","98.3%","92.5%","47.5%","18.3%","20.8%","25.9%","26.5%","18.0%","17.0%","(X)","4.0%","39.5%","41.6%"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,036,490","","223,110","60,020","163,090","221,692","619,936","223,643","396,293","270,439","193,444","","520,226","516,264","","911,691","5,531","62,466","8,473","541","7,829","39,959","40,062","889,154","","724,117","42,132","201,033","238,305","242,647","","538,734","516,813","272,600","244,213","21,921","12,491","9,430","","838,894","346,488","232,015","260,391","","56,745","182,206","227,942","297,701","329,197","512,362","666,284","782,423","240,405","122,431","117,974","378","902","38,801","46,186","23,945","25,733","40,543","34,474","29,443","6,486","94,613","68,962","76,830"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","132,476","","33,815","10,203","23,612","32,577","81,518","42,432","39,086","24,889","17,143","","62,992","69,484","","101,899","649","20,244","1,194","53","1,501","6,936","7,000","98,086","","74,240","10,362","27,150","24,923","11,805","","46,379","39,549","17,878","21,671","6,830","3,814","3,016","","102,030","10,526","41,105","50,399","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","62,441","29,594","32,847","378","819","18,826","9,192","5,147","6,162","9,751","6,613","5,553","(X)","5,003","27,503","29,935"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.8%","","15.2%","17.0%","14.5%","14.7%","13.1%","19.0%","9.9%","9.2%","8.9%","","12.1%","13.5%","","11.2%","11.7%","32.4%","14.1%","9.8%","19.2%","17.4%","17.5%","11.0%","","10.3%","24.6%","13.5%","10.5%","4.9%","","8.6%","7.7%","6.6%","8.9%","31.2%","30.5%","32.0%","","12.2%","3.0%","17.7%","19.4%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.0%","24.2%","27.8%","100.0%","90.8%","48.5%","19.9%","21.5%","23.9%","24.1%","19.2%","18.9%","(X)","5.3%","39.9%","39.0%"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,869,467","","465,570","128,332","337,238","462,985","1,112,898","417,165","695,733","410,756","290,999","","930,268","939,199","","1,598,048","87,431","15,973","46,544","1,162","46,783","73,526","209,039","1,467,042","","1,238,321","101,495","315,057","414,674","407,095","","1,023,046","989,550","521,639","467,911","33,496","18,033","15,463","","1,455,098","726,610","353,187","375,301","","83,023","269,580","343,829","460,866","514,851","846,398","1,140,928","1,367,563","381,890","192,331","189,559","536","1,718","65,235","75,455","39,943","43,254","57,347","46,062","52,340","6,984","178,348","89,568","113,974"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","193,820","","56,828","18,015","38,813","54,589","114,278","62,397","51,881","31,315","22,714","","86,238","107,582","","143,202","20,733","3,976","5,708","286","8,516","11,399","38,372","118,690","","100,499","21,072","34,898","31,079","13,450","","68,445","58,900","25,791","33,109","9,545","4,753","4,792","","142,618","16,643","56,720","69,255","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","86,893","38,496","48,397","536","1,675","28,091","12,043","6,552","9,323","12,370","6,956","9,347","(X)","6,550","36,259","44,084"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10.4%","","12.2%","14.0%","11.5%","11.8%","10.3%","15.0%","7.5%","7.6%","7.8%","","9.3%","11.5%","","9.0%","23.7%","24.9%","12.3%","24.6%","18.2%","15.5%","18.4%","8.1%","","8.1%","20.8%","11.1%","7.5%","3.3%","","6.7%","6.0%","4.9%","7.1%","28.5%","26.4%","31.0%","","9.8%","2.3%","16.1%","18.5%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.8%","20.0%","25.5%","100.0%","97.5%","43.1%","16.0%","16.4%","21.6%","21.6%","15.1%","17.9%","(X)","3.7%","40.5%","38.7%"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,987,817","","675,571","180,114","495,457","672,073","1,838,526","678,802","1,159,724","651,013","473,720","","1,491,270","1,496,547","","1,857,517","274,199","36,799","251,215","21,032","321,963","225,092","864,491","1,441,565","","2,069,999","268,353","575,676","694,392","531,578","","1,524,089","1,424,013","764,840","659,173","100,076","52,962","47,114","","2,388,345","1,029,250","541,178","817,917","","174,603","515,154","655,612","850,973","945,153","1,491,087","1,944,211","2,258,010","627,250","334,866","292,384","687","2,590","57,822","132,184","87,780","89,796","105,195","88,866","62,330","7,807","278,208","139,475","209,567"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","381,695","","119,005","34,811","84,194","115,729","219,087","94,940","124,147","64,043","43,603","","173,998","207,697","","199,635","60,239","8,681","22,274","3,278","58,409","29,179","141,948","134,100","","221,979","52,287","73,581","67,055","29,056","","110,453","83,380","38,807","44,573","27,073","13,357","13,716","","275,276","27,310","80,052","167,914","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","144,348","66,619","77,729","676","2,506","23,248","25,717","16,794","19,840","27,390","16,907","11,270","(X)","9,101","42,772","92,475"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12.8%","","17.6%","19.3%","17.0%","17.2%","11.9%","14.0%","10.7%","9.8%","9.2%","","11.7%","13.9%","","10.7%","22.0%","23.6%","8.9%","15.6%","18.1%","13.0%","16.4%","9.3%","","10.7%","19.5%","12.8%","9.7%","5.5%","","7.2%","5.9%","5.1%","6.8%","27.1%","25.2%","29.1%","","11.5%","2.7%","14.8%","20.5%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.0%","19.9%","26.6%","98.4%","96.8%","40.2%","19.5%","19.1%","22.1%","26.0%","19.0%","18.1%","(X)","3.3%","30.7%","44.1%"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,312,770","","252,401","62,304","190,097","250,825","823,441","269,809","553,632","336,437","236,928","","650,855","661,915","","1,210,344","18,880","2,075","35,163","396","8,187","37,725","50,039","1,179,281","","957,211","62,485","258,744","273,090","362,892","","748,074","720,276","376,065","344,211","27,798","16,232","11,566","","1,092,542","511,059","275,761","305,722","","45,820","130,626","166,546","222,921","250,272","435,196","621,614","795,689","278,086","137,908","140,178","342","1,111","30,588","57,491","28,835","36,717","49,013","38,607","35,382","7,241","130,968","61,674","85,444"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","97,418","","22,509","6,064","16,445","21,142","60,487","27,971","32,516","21,227","14,422","","42,476","54,942","","85,520","3,501","254","2,969","33","820","4,321","7,429","80,748","","60,544","12,053","22,054","15,492","10,945","","28,304","23,019","9,384","13,635","5,285","2,756","2,529","","77,497","4,329","26,995","46,173","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","50,141","22,122","28,019","326","1,025","10,873","8,096","4,651","6,324","8,801","4,746","5,299","(X)","2,595","17,254","30,292"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7.4%","","8.9%","9.7%","8.7%","8.4%","7.3%","10.4%","5.9%","6.3%","6.1%","","6.5%","8.3%","","7.1%","18.5%","12.2%","8.4%","8.3%","10.0%","11.5%","14.8%","6.8%","","6.3%","19.3%","8.5%","5.7%","3.0%","","3.8%","3.2%","2.5%","4.0%","19.0%","17.0%","21.9%","","7.1%","0.8%","9.8%","15.1%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.0%","16.0%","20.0%","95.3%","92.3%","35.5%","14.1%","16.1%","17.2%","18.0%","12.3%","15.0%","(X)","2.0%","28.0%","35.5%"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,713,792","","1,930,346","511,640","1,418,706","1,924,526","5,378,854","1,827,703","3,551,151","1,971,472","1,404,592","","4,241,929","4,471,863","","5,723,048","1,143,711","21,865","842,931","3,055","558,223","420,959","1,787,097","4,778,537","","6,085,553","580,340","1,609,129","1,391,994","2,504,090","","4,681,991","4,411,775","2,311,881","2,099,894","270,216","141,447","128,769","","7,009,663","3,191,754","1,622,558","2,195,351","","372,911","1,110,493","1,373,150","1,762,431","1,929,549","3,001,110","4,002,269","4,935,655","1,449,534","687,076","762,458","1,649","3,573","85,371","289,113","176,031","202,829","253,544","210,442","226,982","7,333","649,053","278,494","521,987"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","842,704","","257,552","73,622","183,930","252,263","466,647","194,227","272,420","163,607","118,505","","367,044","475,660","","434,362","187,618","3,751","53,401","537","110,023","53,012","302,326","285,120","","496,343","127,926","181,144","103,509","83,764","","238,695","182,466","78,396","104,070","56,229","27,000","29,229","","610,729","57,411","169,946","383,372","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","297,148","125,142","172,006","1,608","3,422","39,902","46,067","32,106","40,766","53,861","38,418","40,998","(X)","16,869","77,081","203,198"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9.7%","","13.3%","14.4%","13.0%","13.1%","8.7%","10.6%","7.7%","8.3%","8.4%","","8.7%","10.6%","","7.6%","16.4%","17.2%","6.3%","17.6%","19.7%","12.6%","16.9%","6.0%","","8.2%","22.0%","11.3%","7.4%","3.3%","","5.1%","4.1%","3.4%","5.0%","20.8%","19.1%","22.7%","","8.7%","1.8%","10.5%","17.5%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.5%","18.2%","22.6%","97.5%","95.8%","46.7%","15.9%","18.2%","20.1%","21.2%","18.3%","18.1%","(X)","2.6%","27.7%","38.9%"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,053,909","","474,884","120,814","354,070","472,611","1,219,287","462,195","757,092","494,454","359,738","","1,008,236","1,045,673","","1,440,717","40,358","191,648","33,004","1,777","179,811","166,594","1,010,892","754,836","","1,392,828","184,013","363,029","448,799","396,987","","948,450","886,648","460,958","425,690","61,802","34,308","27,494","","1,636,470","635,846","357,983","642,641","","166,916","497,760","608,500","750,909","810,439","1,162,423","1,441,734","1,633,102","423,098","209,928","213,170","392","1,726","42,943","74,246","49,355","55,314","76,531","68,122","54,469","7,094","163,775","89,928","169,395"
"    Below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","381,026","","121,373","36,077","85,296","119,244","214,901","96,290","118,611","65,590","44,752","","174,937","206,089","","232,220","8,211","61,245","3,598","344","44,666","30,742","218,918","86,627","","213,524","57,725","67,425","64,331","24,043","","103,195","82,192","36,199","45,993","21,003","10,998","10,005","","273,296","27,486","76,878","168,932","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","121,650","56,151","65,499","392","1,635","20,434","18,555","14,157","15,212","23,814","16,060","11,391","(X)","7,605","36,355","77,690"
"    Percent below poverty level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18.6%","","25.6%","29.9%","24.1%","25.2%","17.6%","20.8%","15.7%","13.3%","12.4%","","17.4%","19.7%","","16.1%","20.3%","32.0%","10.9%","19.4%","24.8%","18.5%","21.7%","11.5%","","15.3%","31.4%","18.6%","14.3%","6.1%","","10.9%","9.3%","7.9%","10.8%","34.0%","32.1%","36.4%","","16.7%","4.3%","21.5%","26.3%","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8%","26.7%","30.7%","100.0%","94.7%","47.6%","25.0%","28.7%","27.5%","31.1%","23.6%","20.9%","(X)","4.6%","40.4%","45.9%"
